transcript_id gene_symbol gene_id
FBtr0346909 lncRNA:CR45361 CR45361
FBtr0346910 lncRNA:CR45388 CR45388
FBtr0346911 thoc6 CG5632
FBtr0346912 CG7457 CG7457
FBtr0346913 asRNA:CR45865 CR45865
FBtr0346914 lncRNA:CR45866 CR45866
FBtr0346915 asRNA:CR45867 CR45867
FBtr0346916 asRNA:CR45868 CR45868
FBtr0346917 asRNA:CR45869 CR45869
FBtr0346918 asRNA:CR45870 CR45870
FBtr0346919 asRNA:CR45871 CR45871
FBtr0346920 asRNA:CR45873 CR45873
FBtr0346921 asRNA:CR45874 CR45874
FBtr0346922 asRNA:CR45875 CR45875
FBtr0346923 asRNA:CR45895 CR45895
FBtr0346924 asRNA:CR45895 CR45895
FBtr0346925 asRNA:CR45894 CR45894
FBtr0346926 lncRNA:CR45893 CR45893
FBtr0346927 asRNA:CR45892 CR45892
FBtr0346928 asRNA:CR45891 CR45891
FBtr0346929 asRNA:CR45890 CR45890
FBtr0346930 asRNA:CR45889 CR45889
FBtr0346931 lncRNA:CR45888 CR45888
FBtr0346932 lncRNA:CR45887 CR45887
FBtr0346933 asRNA:CR45886 CR45886
FBtr0346934 asRNA:CR45885 CR45885
FBtr0346935 lncRNA:CR45881 CR45881
FBtr0346936 lncRNA:CR45880 CR45880
FBtr0346937 asRNA:CR45882 CR45882
FBtr0346938 lncRNA:CR45884 CR45884
FBtr0346939 lncRNA:CR45883 CR45883
FBtr0346940 asRNA:CR45872 CR45872
FBtr0346941 lncRNA:CR45876 CR45876
FBtr0346942 lncRNA:CR45877 CR45877
FBtr0346943 lncRNA:CR45878 CR45878
FBtr0346946 cg CG8367
FBtr0346947 asRNA:CR45896 CR45896
FBtr0346948 CG30273 CG30273
FBtr0346949 CG30269 CG30269
FBtr0346950 CG43178 CG43178
FBtr0346951 CG43171 CG43171
FBtr0346952 CG5098 CG5098
FBtr0346953 lncRNA:CR44206 CR44206
FBtr0346954 Dgk CG34361
FBtr0346955 Mctp CG15078
FBtr0346956 Oatp58Db CG3382
FBtr0346957 lig CG8715
FBtr0346958 psq CG2368
FBtr0346959 unc-104 CG8566
FBtr0346960 CG3638 CG3638
FBtr0346961 RanBPM CG42236
FBtr0346962 sif CG34418
FBtr0346964 lncRNA:CR45897 CR45897
FBtr0346965 Lmpt CG42679
FBtr0346966 lncRNA:CR45898 CR45898
FBtr0346967 Mlp84B CG1019
FBtr0346968 AstC-R2 CG13702
FBtr0346969 lncRNA:CR45899 CR45899
FBtr0346970 lncRNA:CR45901 CR45901
FBtr0346971 lncRNA:CR45901 CR45901
FBtr0346972 lncRNA:CR45904 CR45904
FBtr0346973 lncRNA:CR45905 CR45905
FBtr0346974 lncRNA:CR45900 CR45900
FBtr0346975 lncRNA:CR45903 CR45903
FBtr0346976 lncRNA:CR45902 CR45902
FBtr0346977 lncRNA:CR45906 CR45906
FBtr0346978 asRNA:CR45907 CR45907
FBtr0346979 asRNA:CR45908 CR45908
FBtr0346980 asRNA:CR45909 CR45909
FBtr0346981 lncRNA:CR45910 CR45910
FBtr0346982 lncRNA:CR45911 CR45911
FBtr0346983 lncRNA:CR45911 CR45911
FBtr0346984 asRNA:CR45912 CR45912
FBtr0346985 asRNA:CR45912 CR45912
FBtr0346986 asRNA:CR45912 CR45912
FBtr0346987 lncRNA:CR45913 CR45913
FBtr0346988 lncRNA:CR45914 CR45914
FBtr0346989 lncRNA:CR45915 CR45915
FBtr0346990 lncRNA:CR45916 CR45916
FBtr0346991 lncRNA:CR45917 CR45917
FBtr0346992 lncRNA:CR45918 CR45918
FBtr0346993 lncRNA:CR45919 CR45919
FBtr0346994 lncRNA:CR45919 CR42937
FBtr0346995 lncRNA:CR45920 CR45920
FBtr0346996 lncRNA:CR45922 CR45922
FBtr0346997 lncRNA:CR45921 CR45921
FBtr0346998 vvl CG10037
FBtr0346999 vvl CG10037
FBtr0347000 Ets65A CG7018
FBtr0347001 Ets65A CG7018
FBtr0347002 CG10096 CG10096
FBtr0347003 CG10096 CG10096
FBtr0347004 CG10097 CG10097
FBtr0347005 CRAT CG1041
FBtr0347006 CG14669 CG14669
FBtr0347007 Ppcs CG5629
FBtr0347008 l(1)G0289 CG2221
FBtr0347009 l(1)G0289 CG2221
FBtr0347010 CG41561 CG41561
FBtr0347011 CG3638 CG3638
FBtr0347012 Damm CG18188
FBtr0347013 Eip75B CG8127
FBtr0347014 Sin3A CG8815
FBtr0347015 lncRNA:dntRL CR45923
FBtr0347016 lncRNA:dntRL CR45923
FBtr0347017 asRNA:CR45924 CR45924
FBtr0347018 asRNA:CR45925 CR45925
FBtr0347019 asRNA:CR45926 CR45926
FBtr0347020 asRNA:CR45926 CR45926
FBtr0347021 asRNA:CR45927 CR45927
FBtr0347022 asRNA:CR45928 CR45928
FBtr0347023 asRNA:CR45929 CR45929
FBtr0347024 ttm50 CG2713
FBtr0347025 CG42690 CG42690
FBtr0347026 lncRNA:CR43486 CR43486
FBtr0347027 lncRNA:CR44415 CR44415
FBtr0347028 WDY CG45799
FBtr0347029 CG4768 CG4768
FBtr0347040 lncRNA:CR45949 CR45949
FBtr0347041 lncRNA:CR45950 CR45950
FBtr0347042 lncRNA:CR45935 CR45935
FBtr0347043 lncRNA:CR45936 CR45936
FBtr0347044 lncRNA:CR45937 CR45937
FBtr0347045 ftz-f1 CG4059
FBtr0347046 lncRNA:CR45938 CR45938
FBtr0347047 lncRNA:CR45939 CR45939
FBtr0347048 lncRNA:CR45940 CR45940
FBtr0347049 lncRNA:CR45941 CR45941
FBtr0347050 lncRNA:CR45942 CR45942
FBtr0347051 asRNA:CR45943 CR45943
FBtr0347052 asRNA:CR45944 CR45944
FBtr0347053 lncRNA:CR45945 CR45945
FBtr0347054 asRNA:CR45951 CR45951
FBtr0347056 lncRNA:CR45953 CR45953
FBtr0347057 lncRNA:CR45954 CR45954
FBtr0347058 asRNA:CR45955 CR45955
FBtr0347059 lncRNA:CR45956 CR45956
FBtr0347060 EMC4 CG11137
FBtr0347061 CG11241 CG11241
FBtr0347062 mael CG11254
FBtr0347063 CG5577 CG5577
FBtr0347064 CG7692 CG7692
FBtr0347065 Cpr73D CG9665
FBtr0347066 CG13917 CG13917
FBtr0347067 CG34377 CG34377
FBtr0347068 CG42813 CG42813
FBtr0347070 lncRNA:CR45957 CR45957
FBtr0347071 lncRNA:CR45958 CR45958
FBtr0347072 lncRNA:CR45959 CR45959
FBtr0347073 asRNA:CR45960 CR45960
FBtr0347074 lncRNA:CR45961 CR45961
FBtr0347075 lncRNA:CR45963 CR45963
FBtr0347076 lncRNA:CR45964 CR45964
FBtr0347077 lncRNA:CR45962 CR45962
FBtr0347078 lncRNA:CR45965 CR45965
FBtr0347079 lncRNA:CR45966 CR45966
FBtr0347080 lncRNA:CR45967 CR45967
FBtr0347084 asRNA:CR45969 CR45969
FBtr0347085 asRNA:CR45968 CR45968
FBtr0347086 asRNA:CR45970 CR45970
FBtr0347087 lncRNA:CR45972 CR45972
FBtr0347088 lncRNA:CR45971 CR45971
FBtr0347089 lncRNA:CR45973 CR45973
FBtr0347090 lncRNA:CR45973 CR45973
FBtr0347091 asRNA:CR45974 CR45974
FBtr0347092 lncRNA:CR45975 CR45975
FBtr0347093 lncRNA:CR45976 CR45976
FBtr0347094 lncRNA:CR45977 CR45977
FBtr0347095 lncRNA:CR45978 CR45978
FBtr0347096 lncRNA:CR45979 CR45979
FBtr0347097 lncRNA:CR45980 CR45980
FBtr0347099 lncRNA:CR45982 CR45982
FBtr0347100 lncRNA:CR45981 CR45981
FBtr0347101 lncRNA:CR45983 CR45983
FBtr0347102 lncRNA:CR45984 CR45984
FBtr0347103 lncRNA:CR45985 CR45985
FBtr0347104 Fmr1 CG6203
FBtr0347105 Fmr1 CG6203
FBtr0347106 pre-mod(mdg4)-N CG45990
FBtr0347107 pre-mod(mdg4)-O CG45989
FBtr0347108 pre-mod(mdg4)-AA CG45988
FBtr0347109 pre-mod(mdg4)-B CG44884
FBtr0347110 pre-mod(mdg4)-H CG45987
FBtr0347111 pre-mod(mdg4)-G CG45986
FBtr0347112 lncRNA:CR45994 CR45994
FBtr0347113 lncRNA:CR45993 CR45993
FBtr0347114 asRNA:CR45995 CR45995
FBtr0347115 CG34282 CG34282
FBtr0347116 lncRNA:CR45996 CR45996
FBtr0347117 lncRNA:CR45997 CR45997
FBtr0347118 lncRNA:CR43626 CR43626
FBtr0347119 lncRNA:CR45998 CR45998
FBtr0347120 lncRNA:CR45998 CR45998
FBtr0347121 lncRNA:CR45991 CR45991
FBtr0347124 asRNA:CR45999 CR45999
FBtr0347125 asRNA:CR45999 CR45999
FBtr0347127 lncRNA:CR32636 CR32636
FBtr0347128 lncRNA:CR46004 CR46004
FBtr0347129 lncRNA:CR46004 CR46004
FBtr0347130 lncRNA:CR46003 CR46003
FBtr0347131 lncRNA:CR46000 CR46000
FBtr0347132 lncRNA:CR46001 CR46001
FBtr0347133 lncRNA:CR46002 CR46002
FBtr0347134 asRNA:CR46005 CR46005
FBtr0347135 asRNA:CR46005 CR46005
FBtr0347136 lncRNA:CR46006 CR46006
FBtr0347137 lncRNA:CR46006 CR46006
FBtr0347138 lncRNA:CR46006 CR46006
FBtr0347139 lncRNA:CR46006 CR46006
FBtr0347140 lncRNA:CR46006 CR43001
FBtr0347146 Zip71B CG10006
FBtr0347147 Tango9 CG10007
FBtr0347148 MetRS-m CG31322
FBtr0347149 Octbeta2R CG33976
FBtr0347150 CG43291 CG43291
FBtr0347151 NK7.1 CG8524
FBtr0347152 CG9926 CG9926
FBtr0347153 CG12836 CG12836
FBtr0347154 CG1339 CG1339
FBtr0347157 CG15375 CG15375
FBtr0347158 tutl CG15427
FBtr0347159 tutl CG15427
FBtr0347160 Samuel CG31868
FBtr0347161 lncRNA:CR46007 CR46007
FBtr0347162 lncRNA:CR46009 CR46009
FBtr0347163 lncRNA:CR46010 CR46010
FBtr0347164 lncRNA:CR46008 CR46008
FBtr0347165 lncRNA:CR46011 CR46011
FBtr0347166 asRNA:CR46012 CR46012
FBtr0347167 lncRNA:CR46013 CR46013
FBtr0347168 lncRNA:CR46014 CR46014
FBtr0347169 lncRNA:CR46015 CR46015
FBtr0347170 lncRNA:CR46016 CR46016
FBtr0347171 lncRNA:CR46017 CR46017
FBtr0347172 asRNA:CR46018 CR46018
FBtr0347173 lncRNA:CR46019 CR46019
FBtr0347174 asRNA:CR46020 CR46020
FBtr0347175 lncRNA:CR46021 CR46021
FBtr0347176 lncRNA:CR46022 CR46022
FBtr0347177 lncRNA:CR46023 CR46023
FBtr0347178 asRNA:CR32224 CR32224
FBtr0347179 asRNA:CR11538 CR11538
FBtr0347180 lncRNA:CR46024 CR46024
FBtr0347181 Tctp CG4800
FBtr0347182 mdy CG31991
FBtr0347183 CG14692 CG14692
FBtr0347184 stum CG30263
FBtr0347185 stum CG30263
FBtr0347186 Rgk3 CG34397
FBtr0347187 CG46025 CG46025
FBtr0347188 CG46025 CG46025
FBtr0347189 CG46025 CG46025
FBtr0347190 CG46025 CG46025
FBtr0347191 lncRNA:CR43406 CR43406
FBtr0347192 lncRNA:CR43406 CR43406
FBtr0347194 CG46026 CG46026
FBtr0347196 CG42782 CG42782
FBtr0347197 lncRNA:CR42715 CR42715
FBtr0347198 lncRNA:CR43166 CR43166
FBtr0347199 Mic26-27 CG5903
FBtr0347200 Bin1 CG6046
FBtr0347201 Bin1 CG6046
FBtr0347202 lncRNA:CR46028 CR46028
FBtr0347203 asRNA:CR46029 CR46029
FBtr0347204 lncRNA:CR46030 CR46030
FBtr0347205 lncRNA:CR46031 CR46031
FBtr0347206 lncRNA:CR46032 CR46032
FBtr0347207 asRNA:CR46033 CR46033
FBtr0347209 CG10395 CG10395
FBtr0347210 CG10395 CG10395
FBtr0347211 Mical CG33208
FBtr0347212 Mical CG33208
FBtr0347213 Mical CG33208
FBtr0347214 Mical CG33208
FBtr0347215 CG12320 CG12320
FBtr0347216 CG17803 CG17803
FBtr0347217 CG3337 CG3337
FBtr0347218 l(3)07882 CG5824
FBtr0347219 CG7606 CG7606
FBtr0347220 lncRNA:CR45223 CR45223
FBtr0347221 lncRNA:flam CR46037
FBtr0347222 lncRNA:flam CR46037
FBtr0347223 lncRNA:flam CR46037
FBtr0347224 lncRNA:flam CR46037
FBtr0347225 lncRNA:flam CR46037
FBtr0347226 lncRNA:flam CR46037
FBtr0347227 lncRNA:flam CR46037
FBtr0347228 lncRNA:CR45232 CR45232
FBtr0347229 asRNA:CR46047 CR46047
FBtr0347230 asRNA:CR42254 CR42254
FBtr0347231 asRNA:CR42254 CR42254
FBtr0347232 asRNA:CR42254 CR42254
FBtr0347233 lncRNA:CR43104 CR43104
FBtr0347234 lncRNA:CR43104 CR43104
FBtr0347235 lncRNA:CR43150 CR43150
FBtr0347237 lncRNA:CR43174 CR43174
FBtr0347238 lncRNA:CR43193 CR43193
FBtr0347239 lncRNA:CR43278 CR43278
FBtr0347240 lncRNA:CR43278 CR43278
FBtr0347241 lncRNA:CR43695 CR43695
FBtr0347242 asRNA:CR46034 CR46034
FBtr0347243 lncRNA:CR46036 CR46036
FBtr0347244 lncRNA:CR46035 CR46035
FBtr0347245 lncRNA:CR46039 CR46039
FBtr0347246 lncRNA:CR46040 CR46040
FBtr0347247 lncRNA:CR46041 CR46041
FBtr0347250 lncRNA:CR46043 CR46043
FBtr0347251 asRNA:CR46044 CR46044
FBtr0347252 asRNA:CR46045 CR46045
FBtr0347253 lncRNA:CR46046 CR46046
FBtr0347254 asRNA:CR46048 CR46048
FBtr0347255 asRNA:CR46049 CR46049
FBtr0347256 asRNA:CR46050 CR46050
FBtr0347257 BomBc3 CG5791
FBtr0347258 fal CG9670
FBtr0347259 lncRNA:CR46052 CR46052
FBtr0347260 lncRNA:CR46053 CR46053
FBtr0347261 asRNA:CR46054 CR46054
FBtr0347262 asRNA:CR46055 CR46055
FBtr0347263 lncRNA:CR46056 CR46056
FBtr0347264 lncRNA:CR46057 CR46057
FBtr0347265 CG15599 CG15599
FBtr0347266 Flo2 CG32593
FBtr0347270 lncRNA:CR32652 CR32652
FBtr0347271 lncRNA:CR43132 CR43132
FBtr0347272 asRNA:CR46038 CR46038
FBtr0347273 asRNA:CR46058 CR46058
FBtr0347274 Pmi CG33718
FBtr0347275 CG46059 CG46059
FBtr0347276 CG46059 CG46059
FBtr0347277 CG46059 CG46059
FBtr0347282 ND-B16.6 CG3446
FBtr0347283 CG43232 CG43232
FBtr0347284 asRNA:CR44368 CR44368
FBtr0347285 CG33939 CG33939
FBtr0347286 CG33946 CG33946
FBtr0347287 CG33947 CG33947
FBtr0347288 CG43844 CG43844
FBtr0347289 CG43844 CG43844
FBtr0347290 CG43844 CG43844
FBtr0347291 lncRNA:CR43174 CR43174
FBtr0347292 lncRNA:CR46063 CR46063
FBtr0347293 lncRNA:CR46064 CR46064
FBtr0347294 asRNA:CR46065 CR46065
FBtr0347295 asRNA:CR46066 CR46066
FBtr0347296 asRNA:CR46067 CR46067
FBtr0347297 asRNA:CR46068 CR46068
FBtr0347298 asRNA:CR46069 CR46069
FBtr0347299 asRNA:CR46070 CR46070
FBtr0347300 asRNA:CR46071 CR46071
FBtr0347302 Vml CG34333
FBtr0347303 asRNA:CR46074 CR46074
FBtr0347304 lncRNA:CR46075 CR46075
FBtr0347305 asRNA:CR46081 CR46081
FBtr0347306 asRNA:CR46082 CR46082
FBtr0347307 lncRNA:CR46060 CR46060
FBtr0347308 lncRNA:CR46061 CR46061
FBtr0347309 lncRNA:CR46062 CR46062
FBtr0347310 lncRNA:CR46073 CR46073
FBtr0347311 lncRNA:CR46076 CR46076
FBtr0347312 lncRNA:CR46080 CR46080
FBtr0347313 lncRNA:CR46079 CR46079
FBtr0347314 lncRNA:CR46078 CR46078
FBtr0347315 lncRNA:CR46077 CR46077
FBtr0347316 lncRNA:CR46083 CR46083
FBtr0347317 lncRNA:CR46084 CR46084
FBtr0347318 lncRNA:CR46085 CR46085
FBtr0347319 lncRNA:CR46086 CR46086
FBtr0347320 lncRNA:CR46087 CR46087
FBtr0347321 lncRNA:CR46088 CR46088
FBtr0347322 asRNA:CR46089 CR46089
FBtr0347323 lncRNA:CR46090 CR46090
FBtr0347324 asRNA:CR46091 CR46091
FBtr0347325 asRNA:CR46092 CR46092
FBtr0347326 asRNA:CR46093 CR46093
FBtr0347327 lncRNA:CR46094 CR46094
FBtr0347328 lncRNA:CR46095 CR46095
FBtr0347329 asRNA:CR46096 CR46096
FBtr0347330 asRNA:CR46097 CR46097
FBtr0347331 lncRNA:CR46098 CR46098
FBtr0347332 asRNA:CR46099 CR46099
FBtr0347333 lncRNA:CR46100 CR46100
FBtr0347334 asRNA:CR46101 CR46101
FBtr0347335 lncRNA:CR46102 CR46102
FBtr0347336 lncRNA:CR46103 CR46103
FBtr0347337 asRNA:CR46104 CR46104
FBtr0347338 asRNA:CR46105 CR46105
FBtr0347339 lncRNA:CR46106 CR46106
FBtr0347340 asRNA:CR46107 CR46107
FBtr0347341 lncRNA:CR46108 CR46108
FBtr0347342 CG15529 CG15529
FBtr0347343 asRNA:CR46109 CR46109
FBtr0347344 lncRNA:CR46110 CR46110
FBtr0347345 lncRNA:CR46111 CR46111
FBtr0347346 lncRNA:CR46112 CR46112
FBtr0347347 lncRNA:CR46114 CR46114
FBtr0347348 lncRNA:CR46113 CR46113
FBtr0347349 lncRNA:CR46115 CR46115
FBtr0347350 lncRNA:CR46115 CR46115
FBtr0347351 lncRNA:CR46116 CR46116
FBtr0347352 lncRNA:CR46117 CR46117
FBtr0347353 lncRNA:CR46118 CR46118
FBtr0347354 lncRNA:CR46119 CR46119
FBtr0347355 lncRNA:CR46120 CR46120
FBtr0347360 CG11035 CG11035
FBtr0347361 CG12945 CG12945
FBtr0347362 agt CG1303
FBtr0347363 cno CG42312
FBtr0347364 CG8500 CG8500
FBtr0347365 Suv3 CG9791
FBtr0347366 lncRNA:CR46122 CR46122
FBtr0347367 lncRNA:CR46123 CR46123
FBtr0347368 lncRNA:CR46124 CR46124
FBtr0347369 lncRNA:CR46125 CR46125
FBtr0347370 lncRNA:CR46126 CR46126
FBtr0347371 lncRNA:CR46127 CR46127
FBtr0347372 asRNA:CR46128 CR46128
FBtr0347373 asRNA:CR46128 CR46128
FBtr0347374 asRNA:CR46129 CR46129
FBtr0347375 lncRNA:CR46130 CR46130
FBtr0347376 lncRNA:CR46132 CR46132
FBtr0347377 lncRNA:CR46131 CR46131
FBtr0347378 asRNA:CR46133 CR46133
FBtr0347379 asRNA:CR46134 CR46134
FBtr0347380 asRNA:CR46135 CR46135
FBtr0347381 asRNA:CR46136 CR46136
FBtr0347382 asRNA:CR46137 CR46137
FBtr0347383 asRNA:CR46138 CR46138
FBtr0347384 asRNA:CR46139 CR46139
FBtr0347385 asRNA:CR46140 CR46140
FBtr0347386 lncRNA:CR46141 CR46141
FBtr0347387 lncRNA:CR46142 CR46142
FBtr0347388 lncRNA:CR46143 CR46143
FBtr0347389 lncRNA:CR46143 CR46143
FBtr0347390 asRNA:CR46144 CR46144
FBtr0347391 asRNA:CR46144 CR46144
FBtr0347392 asRNA:CR46145 CR46145
FBtr0347394 tau CG45110
FBtr0347395 CG11857 CG11857
FBtr0347396 PRAS40 CG46146
FBtr0347397 lncRNA:CR46148 CR46148
FBtr0347398 Gsc CG2851
FBtr0347399 lncRNA:CR46147 CR46147
FBtr0347400 CG42784 CG42784
FBtr0347401 CG42784 CG42784
FBtr0347402 CG10602 CG10602
FBtr0347403 Fatp1 CG46149
FBtr0347404 Fatp1 CG46149
FBtr0347405 Fatp1 CG46149
FBtr0347406 Fatp1 CG46149
FBtr0347407 asRNA:CR45818 CR45818
FBtr0347408 nompC CG11020
FBtr0347409 nompC CG11020
FBtr0347410 fbp CG31692
FBtr0347411 CG34310 CG34310
FBtr0347412 gb CG6070
FBtr0347413 CCY CG45930
FBtr0347414 Piezo CG44122
FBtr0347415 Piezo CG44122
FBtr0347416 gd CG1505
FBtr0347418 fray CG7693
FBtr0347423 lncRNA:CR46153 CR46153
FBtr0347426 lncRNA:CR46156 CR46156
FBtr0347427 lncRNA:CR44957 CR44957
FBtr0347428 CG46193 CG46193
FBtr0347429 CG46192 CG46192
FBtr0347450 CG46191 CG46191
FBtr0347467 lncRNA:flam CR46037
FBtr0347468 lncRNA:flam CR46037
FBtr0347469 lncRNA:flam CR46037
FBtr0347470 asRNA:CR46194 CR46194
FBtr0347471 asRNA:CR46194 CR46194
FBtr0347472 asRNA:CR46195 CR46195
FBtr0347474 lncRNA:CR46196 CR46196
FBtr0347475 lncRNA:CR46197 CR46197
FBtr0347476 lncRNA:CR46198 CR46198
FBtr0347477 lncRNA:CR46199 CR46199
FBtr0347478 lncRNA:CR46200 CR46200
FBtr0347481 lncRNA:CR46202 CR46202
FBtr0347482 lncRNA:CR46203 CR46203
FBtr0347483 lncRNA:CR46204 CR46204
FBtr0347484 lncRNA:CR46205 CR46205
FBtr0347485 MRP CG6214
FBtr0347486 lncRNA:CR46206 CR46206
FBtr0347487 lncRNA:CR46207 CR46207
FBtr0347488 lncRNA:CR46208 CR46208
FBtr0347489 lncRNA:CR46209 CR46209
FBtr0347490 lncRNA:CR46210 CR46210
FBtr0347491 lncRNA:CR46211 CR46211
FBtr0347492 lncRNA:CR46211 CR46211
FBtr0347493 Madm CG1098
FBtr0347494 RpL26 CG6846
FBtr0347495 lncRNA:CR43912 CR43912
FBtr0347496 lncRNA:CR46061 CR46061
FBtr0347497 unc-45 CG2708
FBtr0347502 pHCl-2 CG11340
FBtr0347504 CG2528 CG2528
FBtr0347505 CG8100 CG8100
FBtr0347506 lncRNA:CR44709 CR44709
FBtr0347507 lncRNA:CR46212 CR46212
FBtr0347508 lncRNA:CR46213 CR46213
FBtr0347509 lncRNA:CR46214 CR46214
FBtr0347510 lncRNA:CR46215 CR46215
FBtr0347511 lncRNA:CR46216 CR46216
FBtr0347512 lncRNA:CR46217 CR46217
FBtr0347513 lncRNA:CR46218 CR46218
FBtr0347514 lncRNA:CR46219 CR46219
FBtr0347515 lncRNA:CR46220 CR46220
FBtr0347516 lncRNA:CR46221 CR46221
FBtr0347519 lncRNA:CR46224 CR46224
FBtr0347520 lncRNA:CR46225 CR46225
FBtr0347521 lncRNA:CR46226 CR46226
FBtr0347522 lncRNA:CR46227 CR46227
FBtr0347523 lncRNA:CR46228 CR46228
FBtr0347524 lncRNA:CR46229 CR46229
FBtr0347525 lncRNA:CR46230 CR46230
FBtr0347526 lncRNA:CR46231 CR46231
FBtr0347528 lncRNA:CR46233 CR46233
FBtr0347529 lncRNA:CR46234 CR46234
FBtr0347530 lncRNA:CR46234 CR46234
FBtr0347531 lncRNA:CR46235 CR46235
FBtr0347532 lncRNA:CR46236 CR46236
FBtr0347533 lncRNA:CR46237 CR46237
FBtr0347534 lncRNA:CR46238 CR46238
FBtr0347535 lncRNA:CR46239 CR46239
FBtr0347536 lncRNA:CR46240 CR46240
FBtr0347537 lncRNA:CR46241 CR46241
FBtr0347538 lncRNA:CR46242 CR46242
FBtr0347539 lncRNA:CR46243 CR46243
FBtr0347540 Wnk CG7177
FBtr0347542 CG46244 CG46244
FBtr0347543 lncRNA:CR46245 CR46245
FBtr0347544 asRNA:CR46246 CR46246
FBtr0347547 lncRNA:CR46247 CR46247
FBtr0347548 lncRNA:CR46247 CR46247
FBtr0347549 lncRNA:CR46247 CR46247
FBtr0347550 Vps24 CG9779
FBtr0347551 lncRNA:CR46248 CR46248
FBtr0347552 Glut1 CG43946
FBtr0347553 COX5A CG14724
FBtr0347554 CG42238 CG42238
FBtr0347556 Nipped-A CG33554
FBtr0347557 zyd CG2893
FBtr0347558 CG10407 CG10407
FBtr0347559 hd CG2669
FBtr0347560 CG31064 CG31064
FBtr0347561 CG3348 CG3348
FBtr0347562 CG34355 CG34355
FBtr0347564 Trax CG5063
FBtr0347565 CG6972 CG6972
FBtr0347567 ScsbetaA CG11963
FBtr0347568 ScsbetaA CG11963
FBtr0347570 unk CG4620
FBtr0347571 asRNA:CR45952 CR45952
FBtr0347572 CG11560 CG11560
FBtr0347573 Tmc CG46121
FBtr0347574 Tmc CG46121
FBtr0347575 Ktl CG10830
FBtr0347576 p CG9770
FBtr0347577 p CG9770
FBtr0347578 asRNA:CR43481 CR43481
FBtr0347579 lncRNA:CR46249 CR46249
FBtr0347580 lncRNA:CR46250 CR46250
FBtr0347581 asRNA:CR46251 CR46251
FBtr0347582 lncRNA:CR46252 CR46252
FBtr0347583 lncRNA:CR46253 CR46253
FBtr0347584 lncRNA:CR46253 CR46253
FBtr0347585 lncRNA:CR46254 CR46254
FBtr0347586 asRNA:CR46255 CR46255
FBtr0347587 asRNA:CR46256 CR46256
FBtr0347588 lncRNA:CR46257 CR46257
FBtr0347589 lncRNA:CR46258 CR46258
FBtr0347590 lncRNA:CR46258 CR46258
FBtr0347591 lncRNA:CR46259 CR46259
FBtr0347592 lncRNA:CR46260 CR46260
FBtr0347593 asRNA:CR46261 CR46261
FBtr0347594 asRNA:CR46262 CR46262
FBtr0347595 asRNA:CR46263 CR46263
FBtr0347596 pre-lola-G CG44025
FBtr0347597 pre-lola-G CG44025
FBtr0347598 CG32052 CG32052
FBtr0347599 CG32052 CG32052
FBtr0347600 Cby CG13415
FBtr0347601 CG14499 CG14499
FBtr0347602 Or98b CG1867
FBtr0392899 Usp2 CG14619
FBtr0392900 CG17931 CG17931
FBtr0392901 Zasp52 CG30084
FBtr0392902 Zasp52 CG30084
FBtr0392903 CG31550 CG31550
FBtr0392904 Syx1A CG31136
FBtr0392905 CG34148 CG34148
FBtr0392906 CG40485 CG40485
FBtr0392907 Klp54D CG43323
FBtr0392908 Klp54D CG43323
FBtr0392909 Myo81F CG45784
FBtr0392910 CG5071 CG5071
FBtr0392911 Saf-B CG6995
FBtr0392912 Saf-B CG6995
FBtr0392913 asRNA:CR46264 CR46264
FBtr0392914 lncRNA:CR46265 CR46265
FBtr0392915 asRNA:CR46266 CR46266
FBtr0392916 asRNA:CR46266 CR46266
FBtr0392917 CG32391 CG32391
FBtr0392918 Zasp52 CG30084
FBtr0415451 yuri CG31732
FBtr0415452 yuri CG31732
FBtr0415453 CG43273 CG43273
FBtr0415454 CG46270 CG46270
FBtr0415455 lncRNA:CR46268 CG17490
FBtr0415456 lncRNA:CR46268 CR46268
FBtr0415457 lncRNA:CR46268 CR46268
FBtr0415458 lncRNA:CR46268 CG17490
FBtr0415459 lncRNA:CR46268 CR46268
FBtr0415460 lncRNA:CR46268 CG17490
FBtr0415461 asRNA:CR46269 CR46269
FBtr0415462 lncRNA:CR46267 CR46267
FBtr0415463 Abd-B CG11648
FBtr0415464 Abd-B CG11648
FBtr0415465 Abd-B CG11648
FBtr0433493 Rbp CG43073
FBtr0433494 Rbp CG43073
FBtr0433495 Rbp CG43073
FBtr0433496 Rbp CG43073
FBtr0433497 Rbp CG43073
FBtr0433504 CG11699 CG11699
FBtr0433505 Kmn1 CG1558
FBtr0433506 Pkn CG2049
FBtr0433507 Pif1A CG42599
FBtr0433508 Pif1B CG33720
FBtr0433509 pre-mod(mdg4)-Y CG42771
FBtr0433510 pre-mod(mdg4)-W CG42775
FBtr0433511 pre-mod(mdg4)-AE CG42774
FBtr0433512 pre-mod(mdg4)-AD CG42773
FBtr0433513 pre-mod(mdg4)-V CG42776
FBtr0433514 pre-mod(mdg4)-X CG42772
FBtr0433515 pre-mod(mdg4)-U CG42777
FBtr0433516 FoxP CG43067
FBtr0433517 pre-mod(mdg4)-E CG44878
FBtr0433518 pre-mod(mdg4)-AB CG44877
FBtr0433519 pre-mod(mdg4)-C CG44876
FBtr0433520 pre-mod(mdg4)-H CG45987
FBtr0433521 pre-mod(mdg4)-G CG45986
